date,metric,store,agent,lang,searchterm,rank
2021-05-17 11:51:28,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 11:51:29,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",16
2021-05-17 11:51:29,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 11:51:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 11:51:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",10
2021-05-17 11:51:31,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 11:51:31,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 11:51:32,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 11:51:32,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 12:01:33,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",8
2021-05-17 12:01:33,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 12:01:34,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 12:01:34,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",39
2021-05-17 12:01:35,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 12:01:36,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 12:01:36,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",19
2021-05-17 12:01:37,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",8
2021-05-17 12:01:37,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 12:01:38,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 12:01:38,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 12:01:39,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 12:01:39,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 12:01:39,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 12:01:40,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 12:01:41,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 12:01:41,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",3
2021-05-17 12:01:42,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",35
2021-05-17 12:01:42,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 12:01:43,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",31
2021-05-17 12:01:43,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",20
2021-05-17 12:01:44,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 12:01:44,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 12:01:45,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",3
2021-05-17 12:01:45,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 12:01:46,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 12:01:46,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 12:01:47,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 12:01:47,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",7
2021-05-17 12:01:48,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",7
2021-05-17 12:01:48,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
2021-05-17 12:01:49,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","restaurant pos",29
2021-05-17 12:01:50,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","invoice print",50
2021-05-17 12:01:50,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cashier",27
2021-05-17 12:01:51,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cash register",10
2021-05-17 12:01:51,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","pos",7
2021-05-17 12:01:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","point of sale",6
2021-05-17 12:01:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","kasse",2
2021-05-17 12:01:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","restaurant pos",10
2021-05-17 12:01:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","invoice print",10
2021-05-17 12:01:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cashier",10
2021-05-17 12:01:54,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cash register",10
2021-05-17 12:01:54,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","pos",7
2021-05-17 12:01:55,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","point of sale",7
2021-05-17 12:01:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","kasse",9
2021-05-17 12:01:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","restaurant pos",17
2021-05-17 12:01:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","invoice print",50
2021-05-17 12:01:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 12:01:58,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",47
2021-05-17 12:01:58,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 12:01:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 12:01:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",9
2021-05-17 12:02:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 12:02:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 12:02:01,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 12:02:01,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 12:12:02,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",7
2021-05-17 12:12:02,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 12:12:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 12:12:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",39
2021-05-17 12:12:04,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 12:12:05,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 12:12:05,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",19
2021-05-17 12:12:06,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",7
2021-05-17 12:12:06,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 12:12:06,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 12:12:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 12:12:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 12:12:08,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 12:12:08,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 12:12:09,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 12:12:10,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 12:12:10,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",3
2021-05-17 12:12:11,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",35
2021-05-17 12:12:11,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 12:12:12,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",31
2021-05-17 12:12:13,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",20
2021-05-17 12:12:13,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 12:12:13,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 12:12:14,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",3
2021-05-17 12:12:14,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 12:12:15,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 12:12:15,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 12:12:16,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 12:12:16,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",7
2021-05-17 12:12:17,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",7
2021-05-17 12:12:17,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
2021-05-17 12:12:18,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","restaurant pos",29
2021-05-17 12:12:19,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","invoice print",50
2021-05-17 12:12:19,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cashier",23
2021-05-17 12:12:20,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cash register",10
2021-05-17 12:12:20,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","pos",7
2021-05-17 12:12:21,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","point of sale",7
2021-05-17 12:12:21,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","kasse",2
2021-05-17 12:12:22,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","restaurant pos",10
2021-05-17 12:12:22,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","invoice print",10
2021-05-17 12:12:23,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cashier",10
2021-05-17 12:12:23,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cash register",10
2021-05-17 12:12:24,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","pos",7
2021-05-17 12:12:24,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","point of sale",7
2021-05-17 12:12:25,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","kasse",10
2021-05-17 12:12:25,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","restaurant pos",17
2021-05-17 12:12:26,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","invoice print",50
2021-05-17 12:12:27,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 12:12:27,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",16
2021-05-17 12:12:28,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 12:12:28,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 12:12:28,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",10
2021-05-17 12:12:29,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 12:12:29,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 12:12:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 12:12:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 12:22:31,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",7
2021-05-17 12:22:31,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 12:22:32,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 12:22:33,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",39
2021-05-17 12:22:33,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 12:22:34,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 12:22:34,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",19
2021-05-17 12:22:35,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",7
2021-05-17 12:22:35,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 12:22:36,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 12:22:36,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 12:22:37,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 12:22:37,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 12:22:37,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 12:22:38,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 12:22:39,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 12:22:39,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",4
2021-05-17 12:22:40,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",35
2021-05-17 12:22:41,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 12:22:41,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",31
2021-05-17 12:22:42,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",19
2021-05-17 12:22:42,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 12:22:43,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 12:22:43,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",4
2021-05-17 12:22:44,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 12:22:44,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 12:22:45,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 12:22:45,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 12:22:46,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",7
2021-05-17 12:22:46,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",7
2021-05-17 12:22:47,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
2021-05-17 12:22:47,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","restaurant pos",29
2021-05-17 12:22:48,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","invoice print",50
2021-05-17 12:22:49,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cashier",37
2021-05-17 12:22:49,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cash register",10
2021-05-17 12:22:50,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","pos",7
2021-05-17 12:22:50,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","point of sale",7
2021-05-17 12:22:50,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","kasse",2
2021-05-17 12:22:51,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","restaurant pos",10
2021-05-17 12:22:51,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","invoice print",10
2021-05-17 12:22:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cashier",10
2021-05-17 12:22:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cash register",10
2021-05-17 12:22:53,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","pos",7
2021-05-17 12:22:53,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","point of sale",7
2021-05-17 12:22:54,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","kasse",10
2021-05-17 12:22:55,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","restaurant pos",17
2021-05-17 12:22:55,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","invoice print",50
2021-05-17 12:22:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 12:22:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",16
2021-05-17 12:22:57,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 12:22:57,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 12:22:58,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",9
2021-05-17 12:22:58,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 12:22:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 12:22:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 12:22:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 12:33:00,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",7
2021-05-17 12:33:01,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 12:33:02,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 12:33:02,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",39
2021-05-17 12:33:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 12:33:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 12:33:04,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",19
2021-05-17 12:33:04,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",7
2021-05-17 12:33:04,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 12:33:05,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 12:33:05,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 12:33:06,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 12:33:06,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 12:33:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 12:33:07,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 12:33:08,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 12:33:08,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",3
2021-05-17 12:33:09,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",35
2021-05-17 12:33:10,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 12:33:10,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",31
2021-05-17 12:33:11,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",20
2021-05-17 12:33:11,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 12:33:12,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 12:33:12,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",3
2021-05-17 12:33:12,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 12:33:13,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 12:33:13,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 12:33:14,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 12:33:14,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",7
2021-05-17 12:33:15,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",7
2021-05-17 12:33:16,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
2021-05-17 12:33:16,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","restaurant pos",28
2021-05-17 12:33:17,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","invoice print",50
2021-05-17 12:33:17,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cashier",23
2021-05-17 12:33:18,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cash register",10
2021-05-17 12:33:18,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","pos",7
2021-05-17 12:33:19,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","point of sale",7
2021-05-17 12:33:19,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","kasse",2
2021-05-17 12:33:20,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","restaurant pos",10
2021-05-17 12:33:20,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","invoice print",10
2021-05-17 12:33:20,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cashier",10
2021-05-17 12:33:21,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cash register",10
2021-05-17 12:33:21,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","pos",7
2021-05-17 12:33:22,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","point of sale",8
2021-05-17 12:33:23,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","kasse",9
2021-05-17 12:33:23,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","restaurant pos",16
2021-05-17 12:33:24,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","invoice print",50
2021-05-17 12:33:24,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 12:33:25,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",16
2021-05-17 12:33:25,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 12:33:26,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 12:33:26,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",10
2021-05-17 12:33:27,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 12:33:27,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 12:33:28,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 12:33:28,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 12:43:29,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",7
2021-05-17 12:43:29,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 12:43:30,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 12:43:31,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",50
2021-05-17 12:43:31,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 12:43:32,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 12:43:32,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",20
2021-05-17 12:43:33,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",8
2021-05-17 12:43:33,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 12:43:34,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 12:43:34,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 12:43:34,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 12:43:35,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 12:43:35,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 12:43:36,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 12:43:37,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 12:43:37,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",3
2021-05-17 12:43:38,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",35
2021-05-17 12:43:38,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 12:43:39,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",28
2021-05-17 12:43:41,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",37
2021-05-17 12:43:43,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 12:43:44,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 12:43:44,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",3
2021-05-17 12:43:45,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 12:43:45,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 12:43:46,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 12:43:46,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 12:43:47,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",7
2021-05-17 12:43:47,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",7
2021-05-17 12:43:48,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
2021-05-17 12:43:48,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","restaurant pos",29
2021-05-17 12:43:49,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","invoice print",50
2021-05-17 12:43:49,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cashier",23
2021-05-17 12:43:50,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cash register",10
2021-05-17 12:43:50,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","pos",7
2021-05-17 12:43:51,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","point of sale",7
2021-05-17 12:43:51,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","kasse",2
2021-05-17 12:43:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","restaurant pos",10
