date,metric,store,agent,lang,searchterm,rank
2021-05-17 12:43:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","invoice print",10
2021-05-17 12:43:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cashier",10
2021-05-17 12:43:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cash register",10
2021-05-17 12:43:54,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","pos",7
2021-05-17 12:43:54,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","point of sale",7
2021-05-17 12:43:55,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","kasse",9
2021-05-17 12:43:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","restaurant pos",17
2021-05-17 12:43:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","invoice print",50
2021-05-17 12:43:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 12:43:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",16
2021-05-17 12:43:58,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 12:43:58,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 12:43:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",9
2021-05-17 12:43:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 12:43:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 12:44:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 12:44:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 12:54:01,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",9
2021-05-17 12:54:02,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 12:54:02,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 12:54:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",40
2021-05-17 12:54:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 12:54:04,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 12:54:04,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",19
2021-05-17 12:54:05,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",7
2021-05-17 12:54:05,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 12:54:06,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 12:54:06,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 12:54:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 12:54:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 12:54:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 12:54:08,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 12:54:09,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 12:54:09,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",3
2021-05-17 12:54:10,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",35
2021-05-17 12:54:11,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 12:54:11,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",31
2021-05-17 12:54:12,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",20
2021-05-17 12:54:12,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 12:54:13,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 12:54:13,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",3
2021-05-17 12:54:13,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 12:54:14,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 12:54:14,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 12:54:15,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 12:54:15,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",13
2021-05-17 12:54:16,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",7
2021-05-17 12:54:17,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
2021-05-17 12:54:17,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","restaurant pos",29
2021-05-17 12:54:18,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","invoice print",50
2021-05-17 12:54:18,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cashier",23
2021-05-17 12:54:19,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cash register",10
2021-05-17 12:54:19,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","pos",10
2021-05-17 12:54:20,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","point of sale",7
2021-05-17 12:54:20,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","kasse",2
2021-05-17 12:54:21,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","restaurant pos",10
2021-05-17 12:54:21,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","invoice print",10
2021-05-17 12:54:22,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cashier",10
2021-05-17 12:54:22,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cash register",10
2021-05-17 12:54:23,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","pos",8
2021-05-17 12:54:24,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","point of sale",7
2021-05-17 12:54:25,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","kasse",10
2021-05-17 12:54:26,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","restaurant pos",17
2021-05-17 12:54:26,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","invoice print",50
2021-05-17 12:54:27,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 12:54:27,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",16
2021-05-17 12:54:28,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 12:54:28,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 12:54:29,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",10
2021-05-17 12:54:29,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 12:54:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 12:54:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 12:54:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 13:01:55,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",8
2021-05-17 13:01:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 13:01:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 13:01:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",40
2021-05-17 13:01:58,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 13:01:58,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 13:01:59,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",19
2021-05-17 13:01:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",7
2021-05-17 13:02:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 13:02:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 13:02:01,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 13:02:01,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 13:02:02,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 13:02:02,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 13:02:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 13:02:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 13:02:04,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",3
2021-05-17 13:02:04,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",35
2021-05-17 13:02:05,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 13:02:06,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",31
2021-05-17 13:02:06,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",20
2021-05-17 13:02:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 13:02:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 13:02:08,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",3
2021-05-17 13:02:08,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 13:02:08,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 13:02:09,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 13:02:09,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 13:02:10,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",7
2021-05-17 13:02:11,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",7
2021-05-17 13:02:11,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
2021-05-17 13:02:12,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","restaurant pos",29
2021-05-17 13:02:12,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","invoice print",50
2021-05-17 13:02:13,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cashier",23
2021-05-17 13:02:13,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cash register",10
2021-05-17 13:02:14,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","pos",7
2021-05-17 13:02:14,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","point of sale",7
2021-05-17 13:02:15,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","kasse",2
2021-05-17 13:02:15,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","restaurant pos",10
2021-05-17 13:02:16,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","invoice print",10
2021-05-17 13:02:16,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cashier",10
2021-05-17 13:02:16,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cash register",10
2021-05-17 13:02:17,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","pos",7
2021-05-17 13:02:18,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","point of sale",7
2021-05-17 13:02:18,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","kasse",9
2021-05-17 13:02:19,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","restaurant pos",17
2021-05-17 13:02:19,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","invoice print",50
2021-05-17 13:02:20,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 13:02:20,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",15
2021-05-17 13:02:21,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 13:02:21,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 13:02:22,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",9
2021-05-17 13:02:22,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 13:02:23,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 13:02:23,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 13:02:24,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 13:04:48,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",6
2021-05-17 13:04:49,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 13:04:49,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 13:04:50,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",40
2021-05-17 13:04:50,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 13:04:51,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 13:04:51,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",19
2021-05-17 13:04:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",7
2021-05-17 13:04:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 13:04:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 13:04:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 13:04:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 13:04:54,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 13:04:55,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 13:04:55,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 13:04:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 13:04:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",3
2021-05-17 13:04:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",35
2021-05-17 13:04:58,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 13:04:58,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",31
2021-05-17 13:04:59,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",20
2021-05-17 13:04:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 13:05:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 13:05:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",3
2021-05-17 13:05:01,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 13:05:01,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 13:05:01,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 13:05:02,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 13:05:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",7
2021-05-17 13:05:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",7
2021-05-17 13:05:04,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
2021-05-17 13:05:04,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","restaurant pos",39
2021-05-17 13:05:05,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","invoice print",50
2021-05-17 13:05:06,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cashier",23
2021-05-17 13:05:06,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cash register",10
2021-05-17 13:05:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","pos",7
2021-05-17 13:05:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","point of sale",7
2021-05-17 13:05:07,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","kasse",2
2021-05-17 13:05:08,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","restaurant pos",10
2021-05-17 13:05:08,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","invoice print",10
2021-05-17 13:05:09,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cashier",10
2021-05-17 13:05:09,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cash register",10
2021-05-17 13:05:10,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","pos",7
2021-05-17 13:05:10,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","point of sale",7
2021-05-17 13:05:11,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","kasse",9
2021-05-17 13:05:12,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","restaurant pos",17
2021-05-17 13:05:12,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","invoice print",50
2021-05-17 13:05:13,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 13:05:13,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",15
2021-05-17 13:05:14,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 13:05:14,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 13:05:15,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",10
2021-05-17 13:05:15,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 13:05:15,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 13:05:16,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 13:05:16,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 13:15:17,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",7
2021-05-17 13:15:17,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 13:15:18,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 13:15:19,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",39
2021-05-17 13:15:19,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 13:15:20,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 13:15:20,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",20
2021-05-17 13:15:21,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",7
2021-05-17 13:15:21,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 13:15:22,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 13:15:22,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 13:15:23,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 13:15:23,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 13:15:24,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 13:15:24,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 13:15:25,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 13:15:25,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",3
2021-05-17 13:15:26,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",34
2021-05-17 13:15:27,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 13:15:27,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",31
2021-05-17 13:15:28,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",20
2021-05-17 13:15:28,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 13:15:29,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 13:15:29,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",3
2021-05-17 13:15:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 13:15:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 13:15:30,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 13:15:31,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 13:15:32,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",7
2021-05-17 13:15:32,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",7
2021-05-17 13:15:33,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
2021-05-17 13:15:33,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","restaurant pos",29
2021-05-17 13:15:35,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","invoice print",50
2021-05-17 13:15:36,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cashier",23
2021-05-17 13:15:36,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","cash register",10
2021-05-17 13:15:37,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","pos",7
2021-05-17 13:15:37,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","point of sale",7
2021-05-17 13:15:38,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","kasse",2
2021-05-17 13:15:38,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","restaurant pos",10
2021-05-17 13:15:39,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","invoice print",10
2021-05-17 13:15:39,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cashier",10
2021-05-17 13:15:39,business.store.rank,playstore,at.smartlab.tshop,"Android11","es-MX","cash register",10
2021-05-17 13:15:40,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","pos",7
2021-05-17 13:15:41,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","point of sale",8
2021-05-17 13:15:41,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","kasse",9
2021-05-17 13:15:42,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","restaurant pos",17
2021-05-17 13:15:42,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","invoice print",50
2021-05-17 13:15:43,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cashier",50
2021-05-17 13:15:43,business.store.rank,playstore,at.smartlab.tshop,"Android5","id-ID","cash register",16
2021-05-17 13:15:44,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","pos",7
2021-05-17 13:15:44,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","point of sale",7
2021-05-17 13:15:45,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","kasse",10
2021-05-17 13:15:45,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","restaurant pos",10
2021-05-17 13:15:46,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","invoice print",10
2021-05-17 13:15:46,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cashier",10
2021-05-17 13:15:47,business.store.rank,playstore,at.smartlab.tshop,"Android11","id-ID","cash register",10
2021-05-17 13:25:47,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","pos",7
2021-05-17 13:25:48,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","point of sale",6
2021-05-17 13:25:48,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","kasse",3
2021-05-17 13:25:49,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","restaurant pos",39
2021-05-17 13:25:49,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","invoice print",50
2021-05-17 13:25:50,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cashier",50
2021-05-17 13:25:51,business.store.rank,playstore,at.smartlab.tshop,"Android5","en-US","cash register",20
2021-05-17 13:25:51,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","pos",7
2021-05-17 13:25:51,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","point of sale",6
2021-05-17 13:25:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","kasse",3
2021-05-17 13:25:52,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","restaurant pos",10
2021-05-17 13:25:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","invoice print",10
2021-05-17 13:25:53,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cashier",10
2021-05-17 13:25:54,business.store.rank,playstore,at.smartlab.tshop,"Android11","en-US","cash register",10
2021-05-17 13:25:54,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","pos",4
2021-05-17 13:25:55,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","point of sale",6
2021-05-17 13:25:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","kasse",3
2021-05-17 13:25:56,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","restaurant pos",35
2021-05-17 13:25:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","invoice print",50
2021-05-17 13:25:57,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cashier",31
2021-05-17 13:25:58,business.store.rank,playstore,at.smartlab.tshop,"Android5","de-DE","cash register",20
2021-05-17 13:25:58,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","pos",4
2021-05-17 13:25:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","point of sale",6
2021-05-17 13:25:59,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","kasse",3
2021-05-17 13:26:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","restaurant pos",10
2021-05-17 13:26:00,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","invoice print",10
2021-05-17 13:26:01,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cashier",10
2021-05-17 13:26:01,business.store.rank,playstore,at.smartlab.tshop,"Android11","de-DE","cash register",10
2021-05-17 13:26:02,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","pos",7
2021-05-17 13:26:02,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","point of sale",3
2021-05-17 13:26:03,business.store.rank,playstore,at.smartlab.tshop,"Android5","es-MX","kasse",2
